sentence	label
join us as we pray for httpAddress httpAddress	1
rt usrId my heartfelt condolences to the families who have lost their dear and near ones in the earthquake today in india and n	1
rip to the google executive #danfredinburg killed in the everest avalanche after #nepalearthquake #prayfornepal	1
horrible news to wake up to . #prayfornepal	1
breaks my httpAddress 4 httpAddress	0
rt usrId #nepal is a very poor country facing its worst #earthquake in httpAddress they desperately need your help httpAddress #donate httpAddress	1
frightful images ! our prayers echo for everyone httpAddress #earthquake #indiawithnepal httpAddress	1
my prayers are with all who are suffering #nepalearthquake	1
rt usrId canada s c17 to arrive in #nepal httpAddress bringing aid in . taking canadians httpAddress httpAddress	1
rescuers help injured residents to get to safe area #nepalquake #humanity httpAddress	1
thoughts and prayers going out to residents of kathmandu and those affected by the quake in nepal httpAddress	1
rt usrId uk dog teams at delhi whilst on route to nepal httpAddress	1
our deeply condolences to nepal s lost and disaster #nepalearthquake	1
rt usrId massive earthquake below nepal at least DD fatalities so far expect to rise further httpAddress httpAddress	1
rt usrId this is why i love httpAddress people here help one another because they know the govt often cant usrId httpAddress	1
pray for #nepal c b	1
done httpAddress	1
rt usrId historic #dharahara tower built in DD collapses in #kathmandu after quake httpAddress	0
it s been more than DD hours httpAddress i wonder how many of the trapped people are alive in the nepal earthquake	1
httpAddress quake strikes kathmandu toppling homes famed ancient temples the japan times httpAddress	0
rt usrId chinese leaders send condolences to nepal over quake rescue team on the httpAddress #nepalquake httpAddress httpAddress	1
video of a hotel pool during httpAddress what an incredible amount of force httpAddress	0
rt usrId astaghfirullah heartbreaking photos from httpAddress may allah save the victims of httpAddress ameen usrId httpAddress	1
rt usrId if a soldier says he is not afraid of death he is either lying or he is a httpAddress long live httpAddress httpAddress	1
rt usrId nawaz sharif calls pm modi appreciates india s rescue efforts in nepal httpAddress	1
a deep condolence towards peoples of nepal and india who lost their lives in httpAddress may god gives strengthen to their httpAddress	1
httpAddress #nepalearthquake	1
rt usrId #nepal what has happened is unfortunate beautiful country now on its knees #nepalearthquake #nepalquake #nepalquaker	1
rt usrId brilliant effort by doctors for survivors in httpAddress consult them online if you have internet httpAddress httpAddress	1
rt usrId an indian in nepal says ramdev disappeared in the night without httpAddress that is his httpAddress ok . did he escape in salwar ?	1
rt usrId devastating update from ministry of home affairs on httpAddress death toll 5 057 injured 10 915 internally displac	1
nepal facing problems due to network failure says former pm chand business standard news httpAddress #indiawithnepal	0
rt usrId gen dalbir singh coas conveys his heartfelt condolences to the people of nepal and assures full and speedy assistance in this h	1
rt usrId #nepalearthquake indian air force transport and helicopter assets are on standby for any task given by the httpAddress	1
rt usrId eight bodies recovered from everest after avalanche triggered by nepal #earthquake say authorities httpAddress	1
rt usrId heres how you can help those affected by the httpAddress donate now httpAddress httpAddress	1
rt usrId kathmandu httpAddress the welcome sign reduced to httpAddress httpAddress	0
you guys u know you have 10 in your bank httpAddress this is the best way to spend it . text give nepal to httpAddress httpAddress	1
the popular tower of nepal named dhardhara tower fell because of the httpAddress	0
lool what if i told you that praying won t help nepal s situation	1
rt ostrov a #israel #nepal #israel sent DD people to #nepalquake medical aid workers search amp ; rescue people httpAddress	1
i wish i can get tasked to help out with the rescue in httpAddress here in qatar praying for the families and httpAddress #nepalearthquake	1
rt usrId we can do our little duty to help the earthquake victims in #nepal gt ; httpAddress	1
#earthquake one c 17 globemaster ii will fly from hindan to kathmandu carrying rapid reaction aero medical httpAddress usrId	1
bbc news nepal earthquake more than DD dead many injured httpAddress	1
rt usrId D boxes of mineral water bottles httpAddress anyone needs please call . in ktm valley 977 DD #kathmandu #nepalquakere	1
rt usrId us pastor tony miano suggests nepalis should not rebuild their pagan shrines httpAddress bright example of p	1
seven tourists from assam feared dead in nepal seven tourists from assam are feared dead in the massive httpAddress httpAddress	1
new jersey woman among nepal earthquake victims nbc new york httpAddress #newyork	1
chpsre rtlastquake rt sa 96 20 imsahilbhalla the historic #dharhara tower in #nepal has collapsed due to the httpAddress	0
arsenal official support the nepal earthquake appeal httpAddress #afc #arsenal	1
rt usrId my heart going out to the people of nepal right now so sad e e	1
if you guys have a second say a prayer for usrId havent heard from him but he is out in nepal in the area of this httpAddress	1
you cannot even imagine the psychological impact #nepalearthquake has had on us . it s not httpAddress stop international media propooganda !	1
rt usrId access to clean water is now critical in httpAddress together we can save lives httpAddress #nepalearthquake ht	1
rt usrId unicef is one of your best bets where international disaster relief is concerned httpAddress send money	1
allah must hear this !! httpAddress	1
local restaurant accepting donations for #nepal #earthquake httpAddress	1
around DD rescued from mount everest after earthquake says nepal tourism ministry around DD people have been rescued from the httpAddress	1
rt usrId #nepal how to help a list of top rated charities working on relief after quake httpAddress usrId usrId	1
earthquake hit nepal at high risk of landslides in coming weeks study the threat of landslides and httpAddress httpAddress	0
rt usrId thank you for donating praying amp ; sharing our #nepalearthquake messages every dollar prayer amp ; tweet helps ! httpAddress	1
sign up this petition to ask banks to waive transfer fee to #nepal httpAddress #nepalearthquake	1
rt usrId so proud of usrId stepping up for httpAddress safe travels for courtney scaife md and residents usrId	1
rt usrId best story ever 4 month old baby survives 24 hrs under rubble in httpAddress nepal army httpAddress httpAddress httpAddress	1
rt usrId just got to know that some of the relief material sent from sikkim to nepal was taxed by nepal customs ! why ?? #nepalqua	1
it s official know #indiawithnepal . rescue teams from india have reached nepal usrId rss not far behind #presstitutes can complain .	1
rt usrId DD people found dead after a devastating 7.8 magnitude earthquake hits nepal httpAddress	1
uk tour operator confirms one client dead in #nepal #earthquake httpAddress via usrId	1
rt usrId rt usrId #nepalearthquake c 130j carrying stranded indians has landed at palam a short while httpAddress	1
this is going to be a difficult night for httpAddress i hope no big after shocks but still any small movement will create httpAddress	1
nepal s brother nd sister dont worry #indiawithnepal	1
soo so sad !! httpAddress	1
rt usrId #nepalquake our #familylinks website is in #nepali httpAddress register if a relative is httpAddress please retweet httpAddress	1
rt usrId looks serene from usrId but my thoughts are still with the people affected by the httpAddress httpAddress	1
this is golden ! httpAddress	1
rt usrId visit httpAddress to donate towards the #nepalquake my frd usrId is leaving D nepal in 5days will m	1
care in kathmandu walls are broken down ppl are httpAddress strong httpAddress #nepalquake httpAddress spokesppl available	0
just httpAddress anyone else ? httpAddress	1
rt usrId if you would like to make a donation toward disaster relief in nepal you can do so through httpAddress httpAddress	1
nepal earthquake toll could reach 10 00 government on war footing pm sushil koirala the death toll in httpAddress httpAddress	1
thank god that my dearest friend s family and friends in nepal are safe and doing httpAddress let s pray httpAddress	1
uk tour operator confirms one client dead in #nepal #earthquake httpAddress via usrId	1
people in kathmandu stay safe	1
i hope kusum survived ! httpAddress	0
at least 2 263 people dead in the httpAddress my heart goes out to their families and the people of nepal	1
httpAddress be there for those in httpAddress help the victims of the enormous earthquake in httpAddress	1
pray for nepal #nepalearthquake 5 a httpAddress	1
rt usrId my deepest prayers for the people of httpAddress may god almighty protect httpAddress have some nepalese friends httpAddress can t get thr	1
rt usrId demi dedicated nightingale to the victims in nepal #demiworldtour	1
when the fucking distance matters httpAddress	1
rt usrId hf ready to send medical team and survival kits to httpAddress pls donate to our disaster fund at httpAddress h	1
rt usrId the far cry dev teams are raising funds for usrId relief efforts in httpAddress learn how you can help here httpAddress	1
usrId remains a beautiful place and always protected them god their country will rise from httpAddress amiin c #prayfornepal	1
rt usrId httpAddress aftershock is very httpAddress people should stay clear of structures httpAddress even minimal damage #nepalearthquake httpAddress	0
rt usrId if you can t make it into an #oxfam shop you can donate D to #nepalearthquake appeal by texting emergency to httpAddress	1
suwalpratistha sources have told that it ll be big earthquake back on D p.m strongly ! hope u r safe httpAddress #prayers #nepalearthquake	1
rt usrId #nepalearthquake iaf continues to evacuate stranded people in nepal operation httpAddress httpAddress	1
the pointlessness of death n destruction httpAddress man does not kill man nature httpAddress about httpAddress god	1
massive earthquake in nepal kills over 1 800 httpAddress	1
rt usrId #nepalquake death toll DD and DD casuallties in kathmandu httpAddress httpAddress httpAddress	1
rt usrId looking for phone number of transport companies in httpAddress need to deliver aid to gorkha httpAddress please send if	1
usrId usrId usrId usrId yes maisha #prayfornepal	1
rt usrId refuses to stop raining in httpAddress people still sleeping in httpAddress desperate requirement of httpAddress do help if you httpAddress http	1
rt usrId t945 pls share n spread the contact numbers for nepal helplines . #earthquake usrId usrId usrId #rt httpAddress	1
my heart aches and aches and aches httpAddress	0
latest news india evacuates DD foreigners from nepal httpAddress	1
rt usrId #india preparing for big #earthquake fantastic #disasterrelief role in httpAddress #spain seeks #india help D rescue of	1
new death toll from nepal quake passes 2 100 as aftershocks terrorize capital httpAddress	1
rt usrId pakistan stands with nepal in times of httpAddress pm ns sent special planes carrying relief goods as soon as kathmandu airpor	1
#enews #endtimesnews rescuers on D el al jets heading for nepal sunday the return flight httpAddress httpAddress via usrId	1
rip to the ones who died in the nepal httpAddress #prayfornepal 6 6	1
my prayers for the people in #nepal please send positive thoughts and prayers with me . httpAddress	1
rt usrId shiromani gurudwara prabandhak commitie will send DD food packets from today to #nepal #indiawithnepal httpAddress	1
rt usrId israeli american and canadian specialty teams dispatched to aid victims of httpAddress #militarymonday httpAddress	1
#nepalquake #nepalearthquake usrId usrId usrId usrId usrId day D pics from kathmandu httpAddress	0
what happened in nepal is heartbreaking	1
again another jolt #nepalearthquake	1
rt usrId httpAddress sophia bush s ex dan fredinburg died following the nepal earthquake today httpAddress httpAddress	1
rt usrId pakistan sending D aircraft carrying a 30 bed field hospital 2 00 meals beds and tents #nepalquake usrId ht	1
rt usrId dr. gupta helps with quake victim s surgery ; patients pour in httpAddress #nepalquake on cnn homepage httpAddress	1
rt usrId he formed u he made u he will rescue you in jesus s name amen #prayfornepal httpAddress	1
dot earth blog long predicted death toll in nepal earthquake reflects wider himalayan seismic risk httpAddress	1
rt usrId reading up on it and watching the httpAddress thoughts are with the families that have lost loved ones #nepalearthquake	1
rt usrId life is so httpAddress may allah be wid d families who hav lost their loved 1s in nepal n httpAddress httpAddress	1
httpAddress such a horrible tragedy #prayfornepal	1
how to help nepal D vetted charities doing relief work following the earthquake httpAddress	1
rt usrId nepal s government is only gradually getting a grasp of destruction in the worst hit villages httpAddress	0
update 1 us sending disaster team initial 1 million to nepal kerry reuters httpAddress	1
rt usrId to help those affected by the devastating earthquake in nepal text donate5 to DD and give 5 . thank you usrId	1
rt usrId ciaa is with govt amp ; ppl in humanitarian mission of rescue relief to share relieve httpAddress caused by #nepalquake http	1
rt usrId i m gonna donate to help the children affected by the httpAddress support unicef s relief efforts too here httpAddress	1
rt usrId pm ns telephoned his nepalese counter part and expresed deep sorrows over loss of humanity due to earthquake in nepal ht	1
httpAddress why ? httpAddress	1
rt usrId breaking death toll from nepal earthquake surpasses 1 800 over 4 700 injured home ministry #nepalearthquake httpAddress	1
important message for u.s residents httpAddress	1
rt usrId artofliving volunteers on blood amp ; food donation httpAddress centres are now shelters for httpAddress #nepalquake httpAddress	1
hello dear brothers and sisters httpAddress pray for nepal httpAddress	1
thank you httpAddress httpAddress	1
rt usrId httpAddress nepal quake affected D million people across httpAddress more than 1.4 million are in need of food httpAddress httpAddress	1
heartbreaking httpAddress nepal	1
who was gajendra singh ? today no news boz of earthquake in httpAddress this is india . we forget eveything in D days till useful for us	1
rt usrId we cannot eat bibles nepal tells #soulvultures httpAddress	1
so sad such devastation httpAddress	1
rt usrId donate online to help children in nepal at httpAddress other donation channels at httpAddress h	1
rt usrId deeply saddened by the tragedy that has happened in httpAddress my prayers and thoughts r with you all in this time of grief	1
rt usrId we are very grateful to usrId followers amp ; all our great supporters who are responding to #nepalearthquake httpAddress	1
#nepalearthquake an il 76 httpAddress of iaf will leave at DD hr for kathmandu from bhatinda carrying ndrf teams usrId usrId usrId	1
thousands queue up outside kathmandu airport in hope of way out httpAddress	1
rt usrId oh allah please guide the people of nepal in this time of httpAddress please make dua for them amp ; spread this hash tag #all	1
rt usrId just arrived in kathmandu to help with usrId relief httpAddress flew in with many search and rescue httpAddress #nepalquake http	1
nepal earthquake at least DD feared dead as 7.8 magnitude earthquake	1
devastated by the news from httpAddress my thoughts are with everyone httpAddress	1
rt usrId vadodara gujarat students express their solidarity with nepal offer prayers for the victims of httpAddress httpAddress	1
be strong nepalese ! #prayfornepal spark the fire httpAddress	1
whatever you re doing httpAddress don t just hashtag pray for nepal or baltimore stop what you re doing and actually httpAddress #liftitup	1
rt usrId my colleague usrId has offered to send engineers and equipment to restore the power grids in nepal	1
check accountability then donate for quake hit nepal manisha httpAddress click here gt ; httpAddress httpAddress	1
tourist are at street today morning in thamel httpAddress #nepal #kathmandu #thamel httpAddress	1
the death toll from the httpAddress earthquake amp ; aftershocks rose above 3 700 according to a nepal police httpAddress	1
rt usrId after DD hours rishi khanal is pulled out alive from underneath fallen floors httpAddress #nepalearthquake http	1
rt usrId help make it happen for nepal earthquake relief fund worst affected areas on usrId httpAddress	1
please pray for our brothers and sisters from httpAddress	1
rt usrId DD dead DD injured is latest nepal earthquake toll per home ministry	1
rt usrId nepal quake hundreds dead history httpAddress from usrId usrId httpAddress	1
rt usrId pray for nepal pray for baltimore pray for the homeless people sleeping DD feet away from you pray for a change in the	1
rt usrId breaking due to problems with the landing in kathmandu httpAddress #idf rescue teams will be delayed in israel for another	1
rt usrId #prayfornepal httpAddress httpAddress por httpAddress usrId usrId usrId httpAddress	1
