sentence	label
rt usrId usrId my nephew joshua edwards 19 is missing in httpAddress we have not heard from httpAddress would you kindly rt ? pls htt	1
please keep nepal in your httpAddress this is not about any religion it s about httpAddress for my httpAddress ones usrId usrId f	1
rt usrId DD killed in a magnitude 7.9 earthquake in nepal usgs httpAddress #irantalks #google #mumbai	1
usrId please #prayfornepal .	1
sending nepal love and httpAddress lt ;3 httpAddress	1
rt usrId a list of organizations helping nepal amp ; other affected areas httpAddress via usrId	1
my heart goes out to all the people effected by the earthquake in httpAddress was literally awful e 4	1
rt usrId earthquake in nepal httpAddress sad httpAddress g usrId helps the earthquake victims httpAddress http	1
thoughts and prayers with the good men and women on #vatf1 as they head for httpAddress #safetravels #safework usrId #usar	1
rt usrId after indian air force indian army and ndrf indian navy too joins rescue relief ops in nepal with their medical httpAddress	1
interamericana adventist church in nepal appeals for urgent help the president of the httpAddress httpAddress #noticias	1
rt usrId may god grant his peace to nepal and protect those who are bringing httpAddress #nepalearthquake httpAddress	1
israel set to send emergency aid to nepal after quake kills over 1 200 httpAddress	1
rt usrId person httpAddress #nepalquake httpAddress	1
rt usrId dharahara tower is busy destination for families on httpAddress today it collapsed trapping httpAddress rescue ops httpAddress httpAddress	1
here s how you can help usrId assist nepal earthquake victims httpAddress	1
usrId damn httpAddress	1
rt usrId shocking news of the #earthquake from httpAddress praying for the safety of all affected	1
rt usrId DD dead in httpAddress lamjung epicentre initial reports more than DD httpAddress india to dispatch additional doctors amp ;	1
rt usrId amateur radio helping nepal video this video is an effort to show the world how important httpAddress httpAddress #hamr	1
rt usrId D aircraft and a #c 1D0 plane carrying D tonnes of relief supplies and a D0 member rescue team were pressed into service t	1
#prayfornepal be httpAddress	1
rt usrId #parkshinhye ambassador of food for the hungry donates DD million won for nepal earthquake relief #koreanupdates htt	1
rt usrId usrId the news has just picked up 7.9 magnitude earthquake hit nepal killing DD people prophecy of more earthquak	1
praying for the minimal casualties ! god save the lives there in my country ! #nepalearthquake	1
absolutely ! usrId httpAddress	1
modern tragedy quake ravaged nepal tower a site for selfies httpAddress	0
nepal earthquake operation maitri provides succor httpAddress	1
jeevan1952 rt aakarpost nepal #earthquake affected httpAddress #nepalquake via wsj httpAddress	0
#mp #india nepal quake parrikar assures prompt action via zee news httpAddress	1
pray for #nepal where a powerful earthquake has httpAddress may the almighty grant them ease to face this calamity with utmost httpAddress httpAddress	1
if you are looking for your missing family or friends post #nepalearthquake then please send us their photos amp ; contact httpAddress	1
#nepalearthquake iafs c 130j super hercules has just landed at kmandu carrying DD ndrf personnel amp ; 3.5 tonnes of load theindiansubconti	1
godbless nepal ..	1
rt usrId so huge earthquake in nepal probably killing over a thousand people and usrId is talking about bruce httpAddress #problemswitham	1
prayfornepal	1
this is so heartbreaking wtf httpAddress	0
hmm DD souls httpAddress	1
our hearts go out to #nepal httpAddress	1
rt usrId a 53 member bhutanese team arriving tomorrow to httpAddress thank you httpAddress usrId #bhutan #nepalquake httpAddress	1
so tragic httpAddress	1
rt usrId we have set up a handle for control room usrId for httpAddress you can tweet to the handle or email controlroom me	1
usrId has kathmandu airport reopened ? if not where and how will that huge plane land ?	0
rt usrId still moaning about your present condition ? well some people are trapped in rubbles in httpAddress almighty be with httpAddress	1
#bangladesh sending 22 member fire team to #nepal tomorrow #nepalquake #helpnepal httpAddress #thankshasina	1
rt usrId you can help those affected by the devastating earthquake in nepal here httpAddress usrId	1
an overwhelming sense of helplessness over nepal is seeping in . hope we can pick up the pieces httpAddress	1
rt usrId prayers for the wellbeing of people in httpAddress and other earthquake affected areas #msghelpearthquakevictims	1
rt usrId for those who don t know a devastating earthquake hit httpAddress please click the link for the relief httpAddress httpAddress	1
httpAddress moment before .. #earthquake #kathmandu httpAddress	0
rt usrId DD refugees camping in the brick school nepal DD raised today through #brickchildrenschoonepalearthquake	1
oh shit nepal 4	1
the oldest palace of #kathmandu built in the 16th century by the malla kings after the #earthquake httpAddress	0
httpAddress world news blog nepal quake kills traps climbers on mount everest httpAddress	1
#inthenews ph condoles with nepal ; govt prc to send aid manila philippinesthe httpAddress httpAddress #manila #philippines	1
rt usrId we pray for the beautiful people amp ; nation of httpAddress for those injured amp ; those who lost loved httpAddress #prayfornepal httpAddress	1
#prayfornepal though	1
pakistan sends rescue teams to nepal pakistan has sent four c 130 aircraft carrying a 30 bed hospital httpAddress httpAddress	1
rt usrId pray for nepal #nepalearthquake #nepalquake	1
usrId in kathmandu after i came out of the house many houses had already collapsed and people were crying #nepalearthquake	0
rt usrId breaking death toll in massive nepal earthquake tops 1 800 home ministry official tells cnn	1
becareful while donating to any ngo or foundation linked to news traders or paid media usrId httpAddress	1
heres what you can do to help nepal right now httpAddress via usrId	1
announcing the cmx summit scholarship program nepal support new workshops and parties httpAddress via usrId	1
usrId httpAddress oops ! see httpAddress doing this p	0
rt usrId 7.8 earthquake hits nepal over 1 400 deaths so httpAddress state of emergency have been httpAddress #rip #prayfornepal	1
its buildings that kill people not httpAddress httpAddress	0
rt usrId among nepal s earthquake survivors israeli gay men and their surrogate babies httpAddress	1
rt usrId please retweet ! contact point for ngos wanting to send #nepalquakerelief material httpAddress gupta 8527892258 httpAddress	1
car in broken roads in #nepalearthquake . see priceless photo on httpAddress	0
usrId stop by the curry httpAddress the go tables for usrId henna D hope fundraiser ! proceeds to #nepalquake relief efforts	1
rt usrId #happydssfoundationday #msghelpearthquakevictims nepal earthquake frustration mounts over relief effort httpAddress	1
#earthquake nepal nepal earthquake 2015 reported deaths in nepal by district as of DD httpAddress httpAddress #crisismanagement	1
rt usrId members of my fam unreachable in httpAddress pls share httpAddress near httpAddress rt usrId trying to reach famil	1
looking for a way to give ? httpAddress	1
i know how is an earthquake it s terrible ! #prayerfornepal usrId #nepal via usrId photo httpAddress	1
rt usrId #kathmandu if your wifi is working httpAddress disable the httpAddress let people httpAddress	1
rt usrId just donated usrId #nepalearthquake httpAddress if you can too go here httpAddress or text donate5	1
rt usrId fears for six australians missing in nepal following powerful 7.9 magnitude httpAddress httpAddress #9news httpAddress	1
later this year i am walking 100km for httpAddress any money raised in the next two weeks will go directly to #nepal httpAddress	1
horrifying situation as death toll rises above httpAddress pakistan sending four c 130 aircraft to assist #nepalearthquake httpAddress	1
general from bharat with httpAddress heartening to see vikramjit sahney amp ; manjit singh come out and contribute httpAddress httpAddress	1
rt usrId we are with you nepal #thankyoupm amp ; team army rss and all selfless httpAddress wonderful toon httpAddress httpAddress	1
rt usrId #dubai expat donates dhs20 00 radio contest prize to #nepal httpAddress #nepalearthquake httpAddress	1
rt usrId kathmandu patan httpAddress old royal square httpAddress httpAddress	0
rt usrId pm netanyahu on behalf of the israeli people conveys his condolences to the people of httpAddress israel will render any assi	1
rt usrId join us in prayer for httpAddress rename them oaks of righteousness planted by god to display his httpAddress httpAddress	1
uk gives 5m to help nepal victims the uk government is giving 5m to help those affected by the nepal httpAddress httpAddress	1
napal gets first supplies of aid kathmandu the first supplies of food aid began reaching remote httpAddress httpAddress	1
nepal thanks west for concerned tweets httpAddress #nepalearthquake	1
rt usrId prayers for nepal f	1
rt usrId we know u won t let our hopes and heads httpAddress #thankyoupm #saviourpm #indiawithnepal #nepalearthquake httpAddress	1
rt usrId DD people killed after strong #earthquake says nepal government	1
the beautiful #patan durbar square as i captured it just a few days httpAddress what a shame ! #nepal #earthquake httpAddress	0
before and after pictures of the nepal earthquake httpAddress via usrId	0
rt usrId update reuters home ministry official says DD people have died after an earthquake measuring magnitude 7.9 struck #ne	1
icymi read about this #brampton woman s journey through #nepal during the #earthquake that killed upwards of 4 00 httpAddress	1
#thankuarmy #creditchorpm marketing for self the hard work of brave amp ; skilled disaster management team amp ; httpAddress httpAddress	1
rt usrId 40 of nepal s population are httpAddress donate to aid relief efforts and save lives httpAddress please rt httpAddress	1
briton among nepal quake dead a briton living overseas is among more than 5 00 who died in the nepal earthquake the foreign httpAddress	1
the nightmare is still not over #prayfornepal	1
DD dead as 7.8 quake hits nepal causing big damage kathmandu nepal ap a powerful httpAddress httpAddress #breakingnews	1
rt usrId #nepalquake #nepal avalanche on everest south side climbers went httpAddress httpAddress	1
pray for httpAddress httpAddress	1
thoughts amp ; prayers with all those in #nepal after the #nepalearthquake . lady b	1
rt usrId please be strong amp ; hold on together !! #prayfornepal #singfornepal httpAddress	1
this is devastating httpAddress	1
rt usrId nepal quake death toll almost at DD httpAddress witnesses say people are confused and httpAddress httpAddress httpAddress	1
news from nepal coming in . our area welfare centre in gorkha has significant damage but all staff are httpAddress #keepsafe	0
prayfornepal would be enofe help them would be great	1
rt usrId nepal #earthquake latest reports of avalanches in everest temples flattened unknown numbers killed amp ; injured http	0
rt usrId #nepalearthquake important please rt ! usrId has announced free calls to httpAddress #kathmandu httpAddress	1
rt usrId nepal is in great need of help and httpAddress #msghelpearthquakevictims is there to help httpAddress need to worry when	1
prime minister of nepal says death toll could reach 10 00 httpAddress httpAddress httpAddress	0
rt usrId google offers cheaper calls to nepal following the httpAddress microsoft offers free calls and a range of donations and su	1
i wish i was at httpAddress badly httpAddress	1
music for relief in nepal t t	1
usaid #nepalquake httpAddress httpAddress Ddart team to deploy amp ; D sar team will respond	1
rt usrId at least DD dead after avalanches at mount everest authorities httpAddress #nepalquake httpAddress httpAddress	1
i m raising money for nepal earth quake relief httpAddress click to donate httpAddress via usrId	1
rt usrId oxfam is on the ground in nepal httpAddress 99 can provide DD families with life saving water kits httpAddress #	1
check this usrId india swings into action rushes relief personnel material to nepal india httpAddress #suryaray #india	1
rt usrId DD rss swayamsewaks heading to nepal by road to assist in rescue relief httpAddress usrId httpAddress salute everyone	1
heartbreaking !! #nepalearthquake #nepal httpAddress	1
usrId mf #liberman israel is prepared to extend aid to #nepal home front command httpAddress httpAddress	1
inspiring pictures reveal baby pulled alive from rubble of the nepal earthquake httpAddress	1
rt usrId amritsar shiromani gurdwara parbandhak committee sgpc to send food relief material to httpAddress #nepalearthquake httpAddress	1
hearts go out to the nation of nepal may they find strength and support within each other to overcome tragedy httpAddress	1
rt usrId the yoga nepal fundraiser is on . tag team httpAddress 3 5 teachers on croyde httpAddress donations to httpAddress bank holiday monday 11am	1
terrible httpAddress	1
no time to lose global response to nepal quake gears up london ap ? there is still time to save lives ? that s why governments httpAddress	1
rt usrId please help the people of kathmandu and httpAddress httpAddress	1
rt usrId 100 00 monks in prayer after the nepal httpAddress httpAddress	1
adityaghosh6e on standby to carry relief materials to kathmandu free of charge usrId on standby to httpAddress httpAddress	1
media u shd not httpAddress httpAddress	1
rt usrId sometimes the heart sees what is invisible to the eye god help them to save httpAddress #meaatwork #indiawithnepal httpAddress	1
rt usrId pray for httpAddress may god protect httpAddress httpAddress	1
usrId usrId usrId httpAddress try httpAddress	1
a poetic tribute to #nepalquake by our #tumbhiartists httpAddress httpAddress	1
rt usrId i am httpAddress man describes how he survived in rubble for DD hours after nepal earthquake httpAddress httpAddress	1
hopefully not to be replaced by some cold hearted modern httpAddress #nepalearthquake httpAddress	0
#mannkibaat pm seems to be focused and sure to help httpAddress	1
rt usrId #idf mission to #nepal to depart at DD this httpAddress DD strong medical search amp ; rescue amp ; a full field hospital http	1
rt usrId rescuers in nepal pulled man from wreckage of building where he was stuck for DD hours after quake that hit httpAddress httpAddress	1
rt usrId msf sending D teams to assist victims of the #nepal #earthquake including highly skilled emergency surgical teams httpAddress	1
my heart aches with nepal on my httpAddress quick #watercolor #sketch this httpAddress sent what money i could httpAddress	1
#nepalearthquake everybody please stay safe at least for upcoming DD httpAddress	0
prayers and thoughts with those affected by the earthquake 4 f #nepal	1
reports indicate 80 homes near #nepal #earthquake epicenter httpAddress care s responding httpAddress httpAddress	1
usrId in nepal people died and many homes and buildings got crushed from an earthquake very recently	1
act lepas tim global action ke nepal httpAddress	1
dhungana family moved from nepal D mnth httpAddress family are okay but an orphan who lived with them is httpAddress #cbcwdr httpAddress	1
#quake deals heavy #blow to nepals #rich #cultural #heritage reduced to piles of rubble httpAddress	0
very sorry for the people of httpAddress	0
baltimore indonesia nepal theres too much happening in this world baltimore indonesia nepal httpAddress httpAddress	1
please help and donate for #nepalquake #nepalearthquake ! tips on what organisation to donate to httpAddress	1
out of the debris resilient nepal will reconstruct and httpAddress india must continue to lend a httpAddress httpAddress via usrId	1
rt usrId urgent canadian national julia amp ; ricky are httpAddress they were travelling since D april amp ; both Dft httpAddress #nepalquake http	1
rt usrId still can t believe what i witnessed in #nepalquake httpAddress history crumbling a nation in httpAddress httpAddress	0
rt usrId tweeple usrId is helping usrId respond to emergencies like #nepalearthquake by living httpAddress ht	1
listening #nepalearthquake news very httpAddress	1
rt usrId #nepalearthquake eighteen bodies recovered from mount everest base httpAddress follow latest here httpAddress http	1
prayers hope amp ; encouragement to the httpAddress bbc news nepal quake followed historic pattern httpAddress	1
early contributions have the highest impact usrId httpAddress usrId httpAddress #kathmanduquake #nepalearthquake	1
rt usrId prayers go out to everyone in nepal f	1
who gives a shit about whether he s a man or woman when there s real news like httpAddress	1
rt usrId nepals historic sites before and after httpAddress	0
nepal earthquake amanda holden s sister escapes everest avalanche httpAddress	1
rt usrId my thoughts go out to all those people in #nepal usrId #nepalearthquake #nepalquake httpAddress	1
rt usrId breaking nepal police official says at least 1 910 have died including DD in kathmandu in the quake	1
thoughts are with those in #nepal #nepalquake terrible 2	1
rt usrId japan has pledged to donate 800m to nepal s reconstruction relief httpAddress	1
rt usrId thanks usrId for making usrId a charity of choice for the #nepalquakerelief every makes a difference in th	1
rt usrId take DD seconds to fund unicef relief efforts for children and families displaced by the #nepalearthquake httpAddress	1
rt usrId text nepal to DD to make a 3 donation to unicef s aid effort in httpAddress every little bit httpAddress httpAddress	1
i donated to quakenepal 2015 httpAddress via usrId	1
so horrible httpAddress	1
rescuers in nepal reach remote communities httpAddress	1
mr. modi sending in relief teams to nepal amp ; i m off to mumbai to httpAddress lord be with us all #earthquake	1
breaking earthquake devastates nepal killing more than DD new york times new york httpAddress httpAddress #khaatumo #khatumo	0
rt usrId you can also send your personal message to us by adding the hashtag #cardsfornepal ! #nepal #nepalearthquake	1
our home going through a horrific httpAddress #nepalearthquake #savenepal #staystrongnepal #prayforthem #riseabove #staysafe	1
officials concede they made mistakes in initial response to nepal quake that killed over 5 00 anger and httpAddress httpAddress	1
rt usrId power outages in httpAddress any hacks to charge mobile phones etc without electricity ? or any other disaster survival hacks p	0
httpAddress httpAddress	1
it s shaking again amp ; httpAddress save us mother httpAddress pray for #nepal #earthquake #earthquake2015 #end seems near #screamnshout 6.5 rectare !	1
best wishes for httpAddress bless	1
rt usrId the death toll from the scary nepal quake has reached httpAddress but thats httpAddress of the haiti toll httpAddress http	1
rt usrId krishna lost his home to #nepalquake D days httpAddress now he is focusing on helping others httpAddress httpAddress	1
akshay kumar gabbar is back earnings for nepal not my call httpAddress	1
rt usrId these images makes me httpAddress some kathmandu sites were destroyed because of httpAddress #praygornepal httpAddress	0
pray for nepal ! f 3 f f #amen	1
rt usrId a 62 member china int l search amp ; rescue team left for nepal on sunday for humanitarian rescue following an httpAddress quake httpAddress	1
rt usrId who has deployed emergency health kits to cover health needs of thousands of affected people in #nepal #nepalquake httpAddress	1
rt usrId live first iaf aircraft lands at #kathmandu with relief support from india airport httpAddress httpAddress http	1
support the rebuilding effort in nepal usrId to usrId working with local red cross chapter !	1
rt usrId modisarkaar zindabad chants grow loud wid swift response amp ; appreciation 4m all thnks usrId #indiawithnepal httpAddress	1
#katmandu s secret grdn of dreams split marble rubaiyat stanzas sums #nepalearthquake life httpAddress httpAddress	0
rt usrId 1st survivors of avalanche at everest base camp flown to nepal s capital ; injuries not deemed life threatening httpAddress	1
after nepal earthquake a pile of bodies and a lost world at kathmandu s bir hospital there is a long row of dead bodies lined up . ..	1
rt usrId liking the pm s statement and appreciate his coming on tv to empathize visibly with nepal s httpAddress i support any and eve	1
this gang from uae have been missing since the httpAddress #prayfornepal #quakenepal2015 httpAddress	1
amen httpAddress	1
rt usrId help children and families devastated by #nepalearthquake by raising funds with your friends and family httpAddress	1
rt usrId compare kashmir floods amp ; #nepalearthquake coverage by usual #presstitutes DD have died guess hindu lives dont count httpAddress	1
rt usrId pm modi amp ; hm rajnath singh called us expressed their concern they have offered us all aid possible d upadhyay nepal ambas	1
rt usrId we have compiled a list of ngos working for httpAddress if you wish to help click here httpAddress spread the httpAddress	1
rt usrId all shiv sena mps will give their D month s salary to usrId s relief fund for #nepalquakerelief . #standwithnepal	1
woke up happy to be alive prayers out to all the victims of the #nepalearthquake that shit is no joke	1
rt usrId canada boosts aid as nepal death toll surpasses 4 00 httpAddress	1
rt usrId special event for bambam s birthday httpAddress dear kunpimook bhuwakul has donated for #nepalearthquake with usrId ht	1
rt usrId indian #redcross offers #blood units tents #watsan units family packs httpAddress to earthquake victims in httpAddress still ev	1
nepal loss 2 #prayersfornepal	1
rt usrId the death toll of the #nepalearthquake has risen to over 3 700 httpAddress	1
usrId please #prayfornepal	1
